id,fonte,titulo,empresa,descricao,requisitos,senioridade,area,remoto,fit_percentual,url,data_coleta,origem_coleta
147,Adzuna,Coordenador de Data Science,Omni,"Description A Omni Somos uma empresa em constante transformação! A Omni, presente há 31 anos no mercado, é uma instituição sólida e reconhecida por possui um dos melhores serviços de crédito do Brasil. Temos orgulho da nossa importância para pessoas com menor acesso a crédito. Por isso, empenhamos toda dedicação e responsabilidade para seguirmos adiante sempre, melhorando a Vida das Pessoas. Nos dedicamos ao desenvolvimento contínuo dos nossos colaboradores. Cultivamos relacionamentos com proxi…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5711193529?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
148,Adzuna,Data Science Engineer,MercadoLibre,"Como Data Science Engineer no Mercado Livre, você projetará e escalará sistemas inovadores e seguros que resolvem problemas reais e de alto impacto. Trabalhará em um ambiente dinâmico com tecnologia de ponta, aplicando boas práticas de engenharia, modelos próprios de IA e aprendizado contínuo, com o propósito de democratizar o comércio eletrônico e os serviços financeiros na América Latina. Imagine-se empreendendo projetos desafiadores, dinâmicos e inovadores e sendo responsável por : Estabelec…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5786146201?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
149,Adzuna,Senior Data Science,,"Senior Data Science - Become part of a multicultural company in constant growth with an excellent work environment certified by Great Place To Work!Project - the aim you''ll haveWe are looking for a Senior Data Science to join one of our USA Clients, a start-up working on an exciting climate change project. You will be part of a dynamic team building an AI-powered analytics and data platform to help reduce the carbon footprint of industrial manufacturing. Your work will focus on our back-end da…",,Sênior,Ciencia de Dados,Não identificado,40,https://www.adzuna.com.br/details/5799222789?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
150,Adzuna,Data Science Lead,BTG Pactual,"Sobre a área: Você fará parte do time de Artificial Intelligence & Data Science do BTG Pactual, atuando em uma frente estratégica de ciência de dados com alta proximidade com o negócio. Essa posição terá papel central na liderança técnica e no desenvolvimento de um time focado na construção de soluções analíticas e modelos preditivos aplicados a diferentes frentes e canais do banco, com forte interação com áreas como CRM, marketing, canais, produtos e tecnologia. Buscamos uma pessoa com boa bas…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5786034091?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
151,Adzuna,Especialista em data science,Safra,"Description Área de Data Science responsável por modelagem estatística e soluções de GenAI aplicadas ao negócio, atuando sobre ambiente Cloudera com integração a sistemas de CRM e canais comerciais. O time hoje é composto por cientistas de perfil estatístico e busca complementar a capacidade de engenharia de dados para sustentar pipelines produtivos e escaláveis. Responsibilities Especialista em Ciência de Dados com foco em engenharia de dados. Responsável por desenhar, construir e otimizar pip…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5793321659?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
152,Adzuna,Data Science Intern,,"Data Science Intern - Damos a você a liberdade e flexibilidade para fazer o seu melhor naquilo que você gosta e causar impacto. Trabalhe ao lado das pessoas mais inovadoras de hoje e ajude a moldar o futuro com a Atmus. Estamos procurando por um talentoso Estagiario de Analisis de Dados para se juntar à nossa equipe, especializado(a) em Engenharia, Ciência de Dados, Administração, Economia, Matemática para a Atmus. Neste cargo, você fará a diferença da seguinte forma: O estagiário em Análise de…",,Estágio/Trainee,Ciencia de Dados,Não identificado,35,https://www.adzuna.com.br/details/5798327342?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
153,Adzuna,Gerente de Data Science,TransUnion,"TransUnion's Job Applicant Privacy Notice What We'll Bring: Na TransUnion, temos um ambiente acolhedor e enérgico que incentiva a colaboração e a inovação - estamos constantemente explorando novas tecnologias e ferramentas para sermos ágeis. Este ambiente dá ao nosso pessoal a oportunidade de aprimorar as habilidades atuais e construir novas capacidades, descobrindo seus talentos. Somos uma empresa de oportunidades iguais e todas as pessoas qualificadas para nossas vagas serão consideradas em n…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5768651028?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
154,Adzuna,Especialista em Data Science,frete.com,"VemSerFrete.com Mova o futuro da logística com a gente! Estamos construindo a plataforma digital que potencializa o transporte na América Latina. Na Frete, seu trabalho tem um impacto real e diário na vida de milhões de pessoas. A Frete.com é a maior plataforma de fretes da América Latina e conta com as marcas Fretebras, Cargo X e Intersite. Vem ser Frete.com e conhecer mais sobre o desafio no time de Data Science: Responsabilidades e Atribuições - SQL avançado: boas práticas com queries e mode…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5751127388?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
155,Adzuna,Data Science (49611),EVT,"Atuação remota - Período Indeterminado - Modelo de contratação: CLT Responsabilidades Gerais: - Conceituar a solução analítica para o problema de negócios implementando abordagens de solução de problemas; - Construir, conectar e conduzir discussões com as partes interessadas dos times de negócio; - Criar insights aproveitando todos os dados e análises disponíveis; - Storyboard e apresentação dos insights para a liderança sênior; - Fornecer relatórios de resultados de ponta a ponta com Excel, Po…",,Sênior,Ciencia de Dados,Não identificado,40,https://www.adzuna.com.br/details/5801666415?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
156,Adzuna,Data Science Teaching Experts,TripleTen,"TripleTen is a service that empowers people, regardless of their prior experience, to embark on the exciting and challenging journey of mastering tech professions. Our bootcamps focus on training students in Data Analytics, Data Science, Web Development, Quality Assurance (QA) Engineering, and UX/UI Design — in an accessible and practical way, supporting them until they successfully thrive in a new career.  Our mission is to ensure that every student has the opportunity to successfully master a…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5727398968?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
157,Adzuna,Junior Data Science Specialist,Lenovo,"Description and Requirements We are looking for a Data & AI Analyst (Junior / Mid-level) to support and drive Data Science and AI initiatives within the Services organization, acting as a key enabler between business needs and advanced analytics solutions. This professional will play a critical role in identifying opportunities, structuring use cases, developing analytical models and promoting a data-driven culture across Services. The role involves close collaboration with business stakeholder…",,Júnior,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5801029180?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
158,Adzuna,Analista de Dados - Data Science,Skillcerto,"Empresa especializada em desenvolver tecnologia para a área de saúde, oferecendo soluções que automatizam a classificação de risco e otimizam a gestão do fluxo de pacientes em pronto atendimentos. Responsabilidades e atribuições Etapas do processo seletivo 1 - Inscrição na vaga 2 - Entrevista com o pessoal do Recrutamento e Seleção da Skillcerto 3 - Entrevista com o gestor da empresa contratante 4 - Contratação Atribuições - O que irá fazer no dia a dia? - Interagir diretamente com o cliente - …",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5803791171?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
159,Adzuna,Desenvolvedor Python e Inteligência Artificial Junior,Gvr,"Experiência na função Necessário ter trabalhado com o desenvolvimento de scripts e aplicações utilizando Python, criação de automações para processos internos, integrar sistemas e APIs, utilizar ferramentas de IA para apoiar projetos, tratamento e análise de dados, documentar códigos e processos, etc Conhecimento em Python, Inteligência Artificial e IA Generativa, APIs e Integração de Sistemas, SQL, Open/IA, Gemini ou ferramentas similares, Git/Git Hub Superior em TI Segunda à sexta-feira, das …",,Júnior,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5778272518?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
160,Adzuna,Desenvolvedor Python e Inteligência Artificial Junior - SP,G.V.R. Empregos,"Experiência na função Necessário ter trabalhado com o desenvolvimento de scripts e aplicações utilizando Python, criação de automações para processos internos, integrar sistemas e APIs, utilizar ferramentas de IA para apoiar projetos, tratamento e análise de dados, documentar códigos e processos, etc Conhecimento em Python, Inteligência Artificial e IA Generativa, APIs e Integração de Sistemas, SQL, Open/IA, Gemini ou ferramentas similares, Git/Git Hub Superior em TI Segunda à sexta-feira, das …",,Júnior,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5801210389?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
161,Adzuna,ANALISTA DE INTELIGENCIA ARTIFICIAL (IA) - JUNIOR,Grupo Ri Happy,"Vem construir momentos mágicos com a gente! ?? Somos o Grupo Ri Happy, o maior grupo varejista de brinquedos do Brasil, e acreditamos no poder do brincar para transformar momentos e criar conexões que fazem a diferença na vida das pessoas. Nossa maior força está em quem faz tudo acontecer. Por isso, cultivamos um ambiente colaborativo, leve e inspirador, guiado pelos nossos valores SUPER: Satisfação em Servir, Unidos pela Diversão, Paixão pelo Negócio, Essência da Simplicidade e Respeito pelo A…",,Júnior,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5782392428?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
162,Adzuna,Analista De Inteligencia Artificial (Ia) - Junior,Grupo Ri Happy,"Vem construir momentos mágicos com a gente!  Somos o Grupo Ri Happy, o maior grupo varejista de brinquedos do Brasil, e acreditamos no poder do brincar para transformar momentos e criar conexões que fazem a diferença na vida das pessoas. Nossa maior força está em quem faz tudo acontecer. Por isso, cultivamos um ambiente colaborativo, leve e inspirador, guiado pelos nossos valores SUPER: Satisfação em Servir, Unidos pela Diversão, Paixão pelo Negócio, Essência da Simplicidade e Respeito pelo Ama…",,Júnior,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5784372023?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
