id,fonte,titulo,empresa,descricao,requisitos,senioridade,area,remoto,fit_percentual,url,data_coleta,origem_coleta
104,Adzuna,Analista Suporte Ti Jr,Multilog,"Você já imaginou trabalhar em uma das melhoras empresas de logística para se trabalhar? Aqui valorizamos o respeito com as pessoas, a fim de estreitar a confiança nas relações e integridade nas práticas, sem perder a paixão por vencer! COMO É TER O JEITO MULTILOG?! É ser apaixonado pelo que faz e realiza, pensar constantemente “fora da caixa”. É inovar para crescer, aproveitando as oportunidades para fazer acontecer. O senso de dono faz parte do DNA Multilog Nada como encantar e conectar-se ás …",,Júnior,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5801718888?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
105,Adzuna,ANALISTA SUPORTE TI - JR,VESTE SA ESTILO,"SEU PAPEL, SEU MOOD: - Atender e registrar chamados/reportes de problemas vindos dos times internos das lojas (chamados, teams); - Realizar análise inicial para identificar a natureza do problema (incidente, dúvida, melhoria); - Classificar e priorizar os chamados de acordo com a criticidade e impacto no negócio; - Resolver problemas de baixa complexidade seguindo base de conhecimento e documentações existentes; - Escalar chamados para o time de engenharia quando necessário, já com informações …",,Júnior,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5800303461?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
106,Adzuna,ANALISTA SUPORTE TI - SC,Top recursos humanos,"ATIVIDADES DESENVOLVIDAS: Atendimento de chamados;Desenvolver, corrigir e implementar melhorias em sistemas.Realizar análise de requisitos e suporte aos usuários.Criação e otimização de consultas SQL. Documentar processos e funcionalidades.Participar de projetos de implantação, integração e manutenção de sistemas.Garantir a qualidade e estabilidade das aplicações, através de monitoramento e análise de desempenho. REQUISITOS: Ensino médio completo. Experiência com sistema Escalasoft.Conhecimento…",,Não identificado,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5801212942?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
107,Adzuna,ANALISTA SUPORTE TI - PR,Top recursos humanos,"ATIVIDADES DESENVOLVIDAS: Atendimento de chamados;Desenvolver, corrigir e implementar melhorias em sistemas.Realizar análise de requisitos e suporte aos usuários.Criação e otimização de consultas SQL. Documentar processos e funcionalidades.Participar de projetos de implantação, integração e manutenção de sistemas.Garantir a qualidade e estabilidade das aplicações, através de monitoramento e análise de desempenho. REQUISITOS: Ensino médio completo. Experiência com sistema Escalasoft.Conhecimento…",,Não identificado,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5801909379?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
108,Adzuna,Analista Suporte (TI) - Nível 1,Roca Brasil,"Você está em busca de uma oportunidade para trabalhar em ambientes inspiradores? Estamos com oportunidade na posição de Analista de Suporte Jr (TI) para se juntar à nossa equipe e trabalhar em uma empresa certificada como Lugares Mais Incríveis para Trabalhar 2025 e GPTW, oferecendo uma experiência única e gratificante. Descritivo da Vaga: Estamos em busca de um(a) profissional para atuar com suporte técnico presencial aos usuários, manutenção de equipamentos e apoio à infraestrutura de TI. Req…",,Júnior,Fora de Area,Não,15,https://www.adzuna.com.br/details/5762964655?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
109,Adzuna,Analista Suporte Ti - Jr - Lojas,VESTE SA ESTILO,"SEU PAPEL, SEU MOOD: - Atender e registrar chamados/reportes de problemas vindos dos times internos das lojas (chamados, teams); - Realizar análise inicial para identificar a natureza do problema (incidente, dúvida, melhoria); - Classificar e priorizar os chamados de acordo com a criticidade e impacto no negócio; - Resolver problemas de baixa complexidade seguindo base de conhecimento e documentações existentes; - Escalar chamados para o time de engenharia quando necessário, já com informações …",,Júnior,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5771991308?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
110,Adzuna,Analista Suporte Ti Jr /logística - Ipatinga,Grupo Easy,"Prestação de serviços de implementação e logística para a substituição de aparelhos de telefonia móvel - Logística de entrega e recolhimento de aparelhos, configuração e ativação dos novos dispositivos Escolaridade Mínima: Curso Técnico",,Júnior,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5801700511?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
111,Adzuna,Analista Suporte TI JR - Exclusiva para Pessoas com Deficiência,CVC Corp,"Description Nós somos a CVC Corp, o maior grupo de viagens das Américas, formado por unidades de negócios que atuam com marcas distintas nos segmentos de viagens de férias e de lazer, viagens corporativas e relacionadas a cursos e intercâmbio cultural no exterior. A evolução, a expertise e o pioneirismo das nossas marcas impactam o mercado e a economia, com o proposito de embarcar com você pelo mundo, proporcionando as melhores experiências todos os dias . Aqui, formamos um time que busca evolu…",,Júnior,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5793386540?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
112,Adzuna,Analista de Suporte - TI,Confidencial,"Estamos em busca de um(a) Analista de Suporte (TI) para integrar nossa equipe! Se você gosta de tecnologia, possui perfil proativo e boa comunicação, essa oportunidade pode ser para você. Principais atividades: Suporte técnico aos usuários; Instalação e configuração de equipamentos e softwares; Manutenção básica de hardware e infraestrutura; Atendimento e acompanhamento de chamados internos. Requisitos: Conhecimento em suporte técnico e redes; Ensino técnico ou superior em TI ou áreas correlata…",,Não identificado,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5740672886?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
113,Adzuna,Analista de Suporte (Ti),RHESERVA,"Estamos em busca de um Analista de Suporte (TI) para atuar em uma empresa sólida, que valoriza a tecnologia como pilar estratégico. Se você tem paixão por resolver problemas, gosta de trabalhar em um ambiente dinâmico e quer fazer parte de um time comprometido com excelência no atendimento, essa oportunidade pode ser ideal para você! Suas principais responsabilidades incluirão: Realizar manutenção preventiva e corretiva em equipamentos e sistemas; Instalar e configurar softwares, sistemas e equ…",,Não identificado,Fora de Area,Não identificado,15,https://www.adzuna.com.br/details/5801652453?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
114,Adzuna,Assistente financeiro,UP Estate, Vaga Aberta | Assistente Financeiro (Foco em Cobranças) A UP Estate está em busca de um(a) Assistente Financeiro(a) com foco em cobranças para integrar nosso time! Principais atividades: ✅ Realizar contato com clientes para cobrança de valores em aberto; ✅ Negociação e acompanhamento de acordos; ✅ Emissão e envio de boletos; ✅ Controle de inadimplência e atualização de relatórios; ✅ Apoio às rotinas financeiras do setor. Requisitos: Boa comunicação e negociação; Organização e atenção aos detal…,,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5762461401?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=A9792A4CB3BF72E26C1D8013378CBAE5E3AE8ED2,2026-07-16,API Adzuna
115,Adzuna,Assistente financeiro,Grupo Beneduce,Descrição do Cargo : O cargo de assistente financeiro no Grupo Beneduce é responsável pelo apoio às rotinas financeiras e administrativas da empresa. No dia a dia realiza lançamento e conferência de notas fiscais controle de contas a pagar e a receber emissão de boletos e organização de documentos financeiros. Também auxilia na conciliação bancária acompanha fluxo de caixa e apoia o fechamento financeiro em parceria com a contabilidade. Este é um cargo em regime de tempo integral com atuação hí…,,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5801467034?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=E8FE8B744658B8891CE45B6C5E0AE8DD587FE410,2026-07-16,API Adzuna
116,Adzuna,Assistente financeiro,Rede ICM de Educação e Assistência Social,"Sobre Nós Somos a Rede ICM de Educação e Assistência Social que, fiel às suas origens, acolhe e educa crianças, adolescentes e jovens, garantindo um processo formativo integral e inovador, que possibilita o desenvolvimento do senso crítico, da ética, da solidariedade e da cidadania. As unidades de ensino e socioassistenciais, em seu fazer educativo, favorecem a construção do conhecimento e do desenvolvimento humano, científico, tecnológico e espiritual; contribuem para a formação de cidadãos ca…",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5787291972?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=40F5C262AC48F7DECF2F316CF5C530E98E903748,2026-07-16,API Adzuna
117,Adzuna,Assistente financeiro,Car10 - Uma empresa Webmotors,"Há 11 anos atuamos no segmento de tecnologia com foco em inovação automotiva, nós somos a solução online para todas as necessidades do seu carro , transformando, facilitando e inovando a experiência de conserto e manutenção de carros de uma forma: segura, rápida e eficiente. A Car10 , empresa coligada da Webmotors , é um serviço direcionado tanto ao consumidor final que sofreu uma avaria no veículo e quer o orçamento de diferentes oficinas, quanto as oficinas que conseguem captar novos clientes…",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5798082922?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=F07C07179C450A207AFEBC9EDC23A1D30F2EE6CB,2026-07-16,API Adzuna
118,Adzuna,Assistente Financeiro Pleno,ELETROTÉCNICA TMP,"ASSISTENTE FINANCEIRO – CONTAS A PAGAR Empresa: TMP Eletrotécnica Local de trabalho: Franca/SP Regime de contratação: CLT Atuação: PRESENCIAL 100% NA CIDADE DE FRANCA/SP PRINCIPAIS RESPONSABILIDADES Realizar lançamentos, conferências e baixas de contas a pagar; Controlar vencimentos e programar pagamentos; Conferir notas fiscais, boletos, contratos e demais documentos financeiros; Realizar conciliações bancárias e acompanhar movimentações financeiras; Organizar comprovantes, documentos e arquiv…",,Pleno,Fora de Area,Não,0,https://www.adzuna.com.br/land/ad/5800173572?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=6CEFF38E3F0C649B618923E6B5B419B33B32C115,2026-07-16,API Adzuna
119,Adzuna,Assistente Financeiro - Temporário,Hays,"Oportunidade em grande empresa Temporário 9 meses Localidade: Alphaville - SP | Inicío presencial 3x na semana – logo, 100% Home Vaga: Assistente Financeiro Responsabilidades/Atividades As responsabilidades incluem a operação de contas a pagar e atendimento em geral, com início das atividades cedo devido ao fluxo de pagamento. É importante ter conhecimento sobre o funcionamento de uma esteira de contas a pagar, registros no banco e conhecimentos básicos da área. A vivência com grande volume de …",,Não identificado,Fora de Area,Não,10,https://www.adzuna.com.br/land/ad/5794370836?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=443FF9E0AC8FD1767837FB21B1F2F2B1BD03E1DF,2026-07-16,API Adzuna
120,Adzuna,Assistente financeiro JR,Atlanteam Soluções em TI,"descrição da empresa a atlanteam soluções em ti é uma empresa focada em gestão de projetos de tecnologia, representação de software, desenvolvimento de sistemas e serviços de outsourcing. atua com inovação e agilidade criando parcerias de longo prazo com clientes dos setores privado e público. a empresa apoia organizações que buscam alto desempenho em diferentes áreas da economia. seu planejamento estratégico e modelo de trabalho priorizam identificar produtos, serviços e necessidades específic…",,Júnior,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5784149607?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=DEA8C15531D4EDE91ABCFB61E9B2EB3476EB322D,2026-07-16,API Adzuna
121,Adzuna,Assistente Financeiro - Afirmativa para Pessoas com Deficiência,Cogna Educação,"SOMOS Educação. Aqui, você cresce enquanto transforma o futuro. Nós fazemos parte da Cogna, a maior empresa de serviços educacionais do país, e somos a principal aliada das escolas privadas na transformação da educação básica no Brasil .Atuamos com marcas reconhecidas nacionalmente, como Anglo, pH, Plurall, O Líder em Mim, Start Anglo e Amplia, todas referências em qualidade acadêmica, inovação pedagógica e resultados concretos. Nosso portfólio combina tradição e vanguarda. Atuamos com sistemas…",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5795581739?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=76A26AAFF8306641110B58F6BF14598E458C4E44,2026-07-16,API Adzuna
122,Adzuna,Assistente Financeiro – Contas a Receber e Faturamento,"Rossi, Maffini & Milman Advogados","Assistente Financeiro – Contas a Receber e Faturamento Objetivo da Posição Atuar nas rotinas financeiras com foco em contas a receber e faturamento, garantindo a correta execução dos processos de cobrança, emissão de documentos fiscais, conciliações financeiras e cumprimento dos prazos contratuais, assegurando a acuracidade das informações e a conformidade fiscal das operações. Principais Responsabilidades Executar as rotinas de contas a receber; Realizar baixas de recebimentos (manuais e autom…",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5785294354?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=18D7067DF756D7B5AE0CB705BA5673CA3870B65B,2026-07-16,API Adzuna
123,Adzuna,Assistente administrativo financeiro,DANESI,"Cursando ou Graduado em Contabilidade, Economia, Administração – área humanas Perfil dinâmico, pro-ativo, comprometido, alto rendimento Domínio pacote Office, principalmente Excel avançado Desejável: Experiência profissional. Vivência em conciliação bancária, contas a pagar/receber, departamento pessoal Usuário / facilidade com programas de gestão Noções da lingua Inglesa Salário compatível mercado Benefícios alimentação/restaurante Benefício saúde Bradesco Seguros total Benefício odontológico …",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5745662019?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=4907F38128E7E098B2150BDD1CC985F446336857,2026-07-16,API Adzuna
124,Adzuna,Assistente administrativo financeiro,Carmes Advogados Associados,"Estamos em busca de um(a) Auxiliar Administrativo Financeiro para integrar nossa equipe. Procuramos uma pessoa organizada, comprometida, proativa e com atenção aos detalhes para atuar nas rotinas financeiras e administrativas do escritório. Principais responsabilidades Contas a pagar e contas a receber; Emissão de boletos, notas fiscais e recibos; Conciliação bancária; Controle do fluxo de caixa; Organização e conferência de documentos financeiros; Lançamentos em sistema de gestão; Controle de …",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/land/ad/5801466993?se=WJFO0GmB8RGuXZiVwx-Xkw&utm_medium=api&utm_source=17cb7e5a&v=D932A96CA7B6059DACC57C694C33258495B353E9,2026-07-16,API Adzuna
125,Adzuna,Assistente Financeiro - Assistente financeiro,Conexão Empregos,"Descrição das atividades que o profissional irá realizar Realizar levantamentos e controles das transações financeiras, acompanhar fluxo de caixa, contas a pagar e receber lançar e manter atualizados todos os pagamentos a serem efetuados. LI-Onsite",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/details/5527898324?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
126,Adzuna,Assistente Financeiro - Assistente Financeiro 1135,Água Verde/PR,"Importante empresa de cadeiras e poltronas está contratando um Assistente Financeiro, cujas funções serão: Contas a pagar e contas a receber, Análise de crédito, Conciliações bancárias, Envio de boletos para o banco e mudança de vencimento de boletos, Retorno bancário. RH: Controle de ponto, documentos para admissão, cadastro de colaboradores no ponto, agendamento de exames admissionais e demissionais. LI-Onsite",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/details/5590640687?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
127,Adzuna,Assistente Financeiro,vaga para Assistente Financeiro na Hiper,"Aqui na Hiper, somos uma tribo que joga junto e é movida por um propósito claro: tornar os negócios mais leves para construir vidas mais felizes. Acreditamos no poder dos pequenos negócios e existimos para aumentar as chances deles darem certo. Por isso, criamos o Hiper: uma plataforma simples, intuitiva e descomplicada, que ajuda lojistas a gerir seus negócios com mais eficiência e menos burocracia. Nosso jeito de ser é guiado pela simplicidade, pelo foco em resultado e pelo espírito de tribo.…",,Não identificado,Fora de Area,Não identificado,10,https://www.adzuna.com.br/details/5786035537?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
128,Adzuna,Cientista Dados Negócios SR,#OPoderDosSonhos,"Description Dedicamo-nos a oferecer soluções de mobilidade que proporcionem experiências únicas por meio de nossos produtos e serviços. E isso só é possível porque temos uma equipe incrível , com brilho nos olhos e vontade de realizar! É assim que fazemos acontecer! Inspirados pelo Poder dos Sonhos e movidos pelas crenças fundamentais da nossa Filosofia: respeito ao indivíduo , iniciativa , igualdade e confiança, temos contribuído para tornar a Honda uma empresa única, inovadora e desejada pela…",,Sênior,Ciencia de Dados,Não identificado,43,https://www.adzuna.com.br/details/5794764857?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
129,Adzuna,Cientista Dados Pleno (Agentes de IA),Tecnologia Grupo Casas Bahia,"Description Somos o Grupo Casas Bahia, com mais de 70 anos de história, realizando os sonhos de 100 milhões de brasileiros. Aqui, somos protagonistas o tempo todo, sempre com integridade e ética em tudo o que fazemos. A paixão pela nossa gente é o que nos move, e a dedicação total ao cliente é o nosso compromisso diário. Entregamos resultados e buscamos sempre a simplicidade em tudo o que fazemos! Buscamos um(a) Cientista de Dados Pleno para atuar na concepção, desenvolvimento e evolução de age…",,Pleno,Ciencia de Dados,Não identificado,63,https://www.adzuna.com.br/details/5796223655?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
130,Adzuna,Cientista de dados,MOGAI TECNOLOGIA DE INFORMACAO S.A.,"Cientista de Dados — Visão Computacional e Video Analytics Estamos em busca de um Cientista de Dados para atuar no desenvolvimento de soluções avançadas em Visão Computacional e Video Analytics , trabalhando com modelos de Machine Learning e Deep Learning aplicados à análise de vídeos em tempo real e offline. Essa posição é ideal para profissionais que gostam de transformar dados em inteligência, construir soluções robustas e colaborar com diferentes áreas para levar modelos de IA até ambientes…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5660670506?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
131,Adzuna,Cientista de Dados,Mobiis,"Descrição de Emprego - Cientista de Dados Descrição de Emprego - Cientista de Dados O cientista de dados é um profissional responsável por analisar e interpretar grandes conjuntos de dados, com o objetivo de extrair insights e informações relevantes para a tomada de decisões estratégicas em uma empresa. Requisitos: Formação em áreas como Ciência da Computação, Estatística, Matemática, Engenharia de Dados ou áreas relacionadas; Sólidos conhecimentos em linguagens de programação, como Python, R e…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5803878227?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
132,Adzuna,Cientista De Dados,,"Cientista De Dados - O cenário ideal para expandir ideias através das ferramentas certas, contribuindo para nosso sucesso num ambiente colaborativo. Sobre o Papel:Procuramos Cientista de Dados, que queira aprender e transformar sua carreira. Principais Responsabilidades:Responsável por sustentar e criar modelos de ML, seguindo MLOPs. Capaz de tomar decisões de baixa e média complexidade, propor soluções e interagir com os demais colaboradores internos e do cliente. Competências Técnicas:Cientis…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5798327916?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
133,Adzuna,Cientista de Dados,Agencia Recruiter,"SOBRE A EMPRESA Somos uma companhia global de tecnologia com mais de 23 anos de atuação no Brasil, focada em inovação e líder em soluções e serviços de alto valor agregado para os setores de Transporte e Tráfego, Energia e Indústria, Administração Pública e Saúde, Serviços Financeiros, Segurança e Defesa e Telecomunicações e Mídia, entre outros. Estamos presentes em mais de 140 países, desenvolvendo projetos inovadores e fornecendo soluções tecnológicas que impactam positivamente os negócios, a…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/4319652509?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
134,Adzuna,Cientista de Dados,Trampay,"Vaga: Cientista de Dados Tipo de contratação: PJ ou CLT Local de trabalho: Híbrido - 2x por semana em São Paulo/SP Remuneração: à combinar Sobre a vaga: Se você é apaixonado por transformar dados em decisões estratégicas e quer atuar de forma transversal em toda a empresa, essa oportunidade é pra você. Buscamos uma pessoa que vá além da análise técnica e atue como um parceiro de negócio, conectando dados, produtos, operações e estratégias para gerar impacto real no negócio Suas responsabilidade…",,Não identificado,Ciencia de Dados,Híbrido,78,https://www.adzuna.com.br/details/5744976134?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
135,Adzuna,Cientista de Dados,Vaganet,"Descrição Estamos em busca de um(a) Cientista de Dados Sênior, com forte bagagem técnica, olhar crítico e paixão por problemas complexos. Este(a) profissional irá liderar iniciativas ponta a ponta, aplicando desde a exploração e tratamento de dados industriais até a entrega de modelos preditivos e pipelines escaláveis em produção.Se busca um ambiente onde o conhecimento e a inovação estão no centro de tudo, aqui é o lugar. Venha viver grandes indústrias com a gente! Responsabilidades e atribuiç…",,Sênior,Ciencia de Dados,Não identificado,43,https://www.adzuna.com.br/details/5788312752?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
136,Adzuna,Cientista de Dados,LUZA Group,"Sobre o trabalho Cientista de Dados: Venha fazer parte de um ecossistema vivo onde o futuro dos negócios é criado e vivido todos os dias. Faça parte desta transformação Na LUZA Group, a paixão, a perseverança e a vontade de superar limites definem o nosso caminho para o sucesso. Fundada em 2006, somos uma multinacional portuguesa com mais de 1.200 profissionais talentosos e um volume de negócios. Com presença em mercados estratégicos como Portugal, Espanha, Marrocos, Brasil, México, Estados Uni…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5803716040?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
137,Adzuna,Cientista de Dados,mazzatech,"O Cientista de Dados tem papel central na área, permitindo capitalizar os dados disponíveis e implementando algoritmos de descoberta e análise dos dados. Importante: aguçada visão analítica e estar antenado com novas tecnologias! Requisitos: - Formação em Computação, Engenharia, Física, estatística ou áreas correlatas - Paixão por descobrir insights ocultos em grandes conjuntos de dados estruturados e não estruturados - Excelente capacidade de entender e especificar demandas de diversas áreas e…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5803872272?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
138,Adzuna,Cientista de Dados,XP,"Sobre nós ​ A XP Inc. é uma das maiores instituições financeiras independente do Brasil, dona das marcas XP, Rico, Clear, XP Educação, InfoMoney, entre outras. Com mais de 4,6 milhões de clientes ativos e um valor superior a R$ 1,1 trilhão de ativos sob custódia, há 25 anos vem transformando o mercado financeiro para melhorar a vida das pessoas. Com uma cultura marcante guiada por quatro valores - Sonho Grande, Espírito Empreendedor, Foco no Cliente e Mente Aberta - a XP Inc. está sempre em bus…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5116776881?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
139,Adzuna,Cientista de Dados,QUORUM RH LTDA - ME,"Atuar em uma das maiores Consultorias de Gestão empresarial do país, com forte atuação nacional e internacional. Atividades:Acompanhamento de projetos de ciência de dados; Tratamento de dados para análise, utilizando técnicas avançadas; Análises de dados e estatísticas e interpretação de resultados; Desenvolver modelos preditivos e descritivos usando algoritmos de aprendizado de máquina avançados; Identificação de melhorias e otimização de processos existente; Comunicar insights e resultados de…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5803751306?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
140,Adzuna,Cientista de Dados,Thera Consulting,"Cientista de Dados Disponibilidade imediata; Contratação PJ; Período estimado de 03 a 06 meses (podendo ser prorrogado); Atuação remota; Profissional com forte atuação em Pesquisa Operacional para desenvolver soluções analíticas avançadas aplicadas a problemas reais de negócio; Essa pessoa será responsável por modelar, implementar e otimizar problemas complexos de decisão, contribuindo diretamente para ganhos de eficiência operacional e suporte estratégico à tomada de decisão; A posição exige f…",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5778275209?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
141,Adzuna,Cientista de Dados,CredAluga,"Olá, seja bem vindo(a) a CredAluga Estamos em constante expansão e com isso buscamos talentos que queiram fazer história e impulsionar nossa marca para o sucesso. Se você é um profissional que está pronto para abraçar desafios emocionantes, esta é a sua chance. Buscamos um(a) Cientista de Dados para integrar nosso time de Crédito e Analytics para contribuir de forma estratégica nos nossos projetos. Junte-se a nós e faça parte de uma jornada incrível! Responsabilidades: - Este profissional será …",,Não identificado,Ciencia de Dados,Não identificado,78,https://www.adzuna.com.br/details/5803733152?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
142,Adzuna,Cientista de Dados Sênior,Farmácias Pague Menos,"Somos gente que cuida de gente. Cada um com características, histórias e qualidades únicas, mas todos unidos pelo mesmo propósito: viver plenamente. Temos orgulho da nossa história, por isso fazemos o nosso melhor hoje, sem deixar de olhar para o amanhã. Se você preza pela valorização humana, integridade, foco no cliente, superação de resultados, sustentabilidade, inovação em soluções em tudo o que faz, vem fazer parte do nosso time de gigantes. Como é o ambiente de trabalho? Oferecemos um ambi…",,Sênior,Ciencia de Dados,Não identificado,45,https://www.adzuna.com.br/details/5788297778?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
143,Adzuna,Cientista de Dados Sênior (Rh),Faça parte do time Mercantil,"Estamos em busca de pessoas talentosas, e apaixonadas pelo que fazem para integrar o nosso time. Ser desafiado diariamente é algo que te motiva? Se a resposta for sim, vem ser Mercantil! O que não faltam aqui são oportunidades de vivenciar novos desafios e de ser protagonista de sua carreira, tudo isso em uma das Melhores Empresas para se trabalhar em Minas Gerais. Ao fazer parte da nossa empresa, você terá a oportunidade de crescer em um ambiente dinâmico, onde o seu talento é reconhecido e in…",,Sênior,Ciencia de Dados,Não identificado,45,https://www.adzuna.com.br/details/5803704992?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
144,Adzuna,PROFESSOR(A) DE DATA SCIENCE,IDP,"Planejar e ministrar aulas na disciplina Data Science para Marketing III, seguindo metodologia interativa e prática; Preparar e atualizar continuamente material didático, estudos de caso e projetos aplicados; Facilitar compreensão de conceitos complexos de análise multivariada, segmentação, regressão e classificação; Orientar e acompanhar projetos práticos dos alunos com dados reais ou simulados; Avaliar aprendizado através de provas, trabalhos, discussões e apresentações; Manter-se atualizado …",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5762287183?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
145,Adzuna,Data Science Specialist,Winnin,"Data Science Specialist Estamos buscando um(a) Data Science Specialist para arquitetar, construir e colocar em produção soluções robustas de IA na Winnin. Aqui você não vai apenas escrever prompts — você vai desenhar sistemas completos onde LLMs interagem com nossa infraestrutura central, bancos de dados e APIs internas, com foco em escalabilidade e confiabilidade. O que você vai fazer: Construir e manter workflows agênticos complexos com Python e LangChain, garantindo determinismo, resiliência…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5743942855?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
146,Adzuna,Data Science Manager,Insider Store,"Sobre a INSIDER A INSIDER nasceu em 2017 com o propósito de transformar a indústria da moda por meio de tecnologia, inovação e sustentabilidade. Hoje, somos uma das principais marcas nativas digitais do Brasil, com mais de 1 milhão de clientes , desenvolvendo produtos que unem performance, design e tecnologia para simplificar o dia a dia das pessoas. Mais do que criar produtos inovadores, construímos uma empresa orientada por dados, que valoriza autonomia, excelência na execução e aprendizado c…",,Não identificado,Ciencia de Dados,Não identificado,75,https://www.adzuna.com.br/details/5796221687?utm_medium=api&utm_source=17cb7e5a,2026-07-16,API Adzuna
